"id","home","work","commute","mean_calls","std_calls"
5858,360811409022011,360810309041013,0,80,46
5859,360810458001010,360470268002002,158,50,35
5860,360050075003000,360050215011001,1,29,73
5861,360610088005000,360610261007001,225,46,75
5862,360470754001001,360810567003003,5,37,11
5863,360470508012001,360810291002001,42,92,14
5864,360811441003001,360610072004001,0,80,63
5865,360470828001001,360470192002004,25,33,29
5866,360470295001000,360050185003005,9,80,29
5867,360610041004001,360610194001000,406,100,36
5868,360610050003000,360850146041009,384,57,36
5869,360610088003000,360810073002000,92,27,54
5870,360050155002000,360050221012001,86,51,24
5871,360610139007000,360050337003005,1018,21,16
5872,360610064006000,360050248002000,149,39,48
5873,360610243022000,360810061001000,0,46,12
5874,360050274013009,360610022013000,2,56,67
5875,360470058001000,360470160003000,67,75,46
5876,360470510023000,360470762003001,12,69,31
5877,360050078002008,360050413006000,11,56,52
5878,360811301004004,360050415003000,14,91,50
5879,360810997012003,360610230002001,0,64,32
5880,360470118002000,360050096001003,72,2,63
5881,360810723003001,360610075003001,7,4,97
5882,360610059001000,360050025002000,62,55,99
5883,360050254001005,360050395004008,32,28,72
5884,360050395004008,360050087004001,41,89,13
5885,360470499001004,360470436003001,0,39,66
5886,360470512002000,360050263001000,4,9,49
5887,360811267001000,360470131001000,1375,97,22
5888,360610253006000,360470224001001,56,52,74
5889,360810088001000,360810275002001,0,24,24
5890,360471200002004,360470036002001,2,31,49
5891,360050145003001,360810402002003,0,49,82
5892,360610018004000,360610207012000,211,52,43
5893,360050399012000,360850146062000,13,96,34
5894,360610044006002,360610243023000,18,43,45
5895,360470214002001,360050216012000,12,49,32
5896,360810394001007,360610212004002,0,30,16
5897,360850291041004,360470034003002,0,23,36
5898,360850226004006,360470122002001,40,33,69
5899,360050227031001,360810459001000,7,17,4
5900,360470201003000,360810220012003,29,2,60
5901,360610068003001,360850177006001,423,6,12
5902,360810469005000,360811621005010,5,23,39
5903,360811029001015,360810001001010,5,34,95
5904,360610061001001,360811227016000,593,86,79
5905,360470221002002,360470235002003,77,47,9
5906,360470560003000,360470788003001,4,84,86
5907,360470800003000,360810853003000,7,5,3
5908,360610269006001,360610075001006,24,13,18
5909,360610182001001,360610232004000,50,92,83
5910,360470366003001,360810614001007,27,88,15
5911,360470078001001,360050408003001,69,90,37
5912,360610199003000,360471184002001,63,94,46
5913,360810063001001,360610128002000,124,75,44
5914,360610146022000,360610201021000,251,54,9
5915,360810721001001,360610148021000,37,91,83
5916,360811367002005,360610175003000,0,60,79
5917,360810998014000,360610219003003,121,9,90
5918,360050085004000,360610233003000,18,86,13
5919,360610093004000,360810594002003,65,9,29
5920,360050462014000,360050405013001,69,79,8
5921,360610225001004,360810143002000,51,12,90
5922,360811347005004,360610127002001,0,1,89
5923,360470520003001,360050460002001,30,17,93
5924,360810238004002,360050069001003,0,88,98
5925,360470892004002,360050431007001,3,60,49
5926,360810942033000,360470439001001,77,7,28
5927,360810004001004,360810769012000,5,23,12
5928,360610070003001,360470824002001,196,49,83
5929,360810159002000,360050121021001,3,54,39
5930,360850021001006,360470252003000,0,95,28
5931,360470253001001,360610208002001,5,68,59
5932,360470756001002,360470106002000,89,73,78
5933,360610159007000,360610191005000,84,79,99
5934,360810271003000,360470792001001,3,90,95
5935,360610279004001,360471124002002,0,39,13
5936,360810493022003,360470510021002,136,58,62
5937,360610101001007,360610317042000,8379,25,68
5938,360610028003001,360850207003007,64,51,10
5939,360850007001002,360850040007001,13,35,43
5940,360470584002004,360470549001003,18,65,18
5941,360610183002000,360610218003001,16,98,69
5942,360610190001003,360050359001001,150,85,78
5943,360811008024003,360471122002000,0,87,71
5944,360810855004001,360810556001001,40,61,18
5945,360050117001003,360470850001000,34,46,7
5946,360850141002004,360610257001002,0,57,6
5947,360810973001011,360050215023001,3,56,49
5948,360471142021002,360810713033002,2,76,81
5949,360050245021000,360610247001003,3,81,3
5950,360050135001000,360050405023001,7,65,87
5951,360471174001008,360810522001011,0,18,63
5952,360610232004000,360050277002002,70,48,23
5953,360470944012005,360470516021000,0,30,87
5954,360810757023000,360470229004002,23,45,84
5955,360470341002000,360610228002000,12,77,43
5956,360470188002001,360470273003000,25,59,17
5957,360610161004000,360810185011001,113,62,6
5958,360610225003003,360610016002001,54,100,75
5959,360050267012000,360810659002000,52,58,75
5960,360810998011012,360810105002001,0,15,43
5961,360610040005001,360470110002000,604,24,87
5962,360470379001000,360810709002002,2,83,17
5963,360050332013000,360850277023002,3,39,18
5964,360610072002000,360050419005000,2408,75,100
5965,360470409001003,360470276003002,5,59,54
5966,360850050001003,360470366003002,5,19,46
5967,360850146044003,360811621005014,2,81,88
5968,360470179001002,360810928003004,0,33,82
5969,360810254001009,360810111002006,0,50,13
5970,360810110002001,360470402002008,10,99,65
5971,360470672001001,360610066003001,3,63,46
5972,360470259021000,360470080001000,23,10,75
5973,360470212003003,360811008023010,24,63,11
5974,360810334023000,360810938003019,9,25,7
5975,360610031001007,360810455003000,5839,1,45
5976,360850050001002,360610089005000,0,40,53
5977,360810091002001,360610030012002,5,74,46
5978,360050204003002,360810619001006,12,80,18
5979,360050065002004,360610307003001,158,5,58
5980,360470374012000,360050283001008,7,62,86
5981,360850122002004,360610018005002,120,58,24
5982,360470622001008,360050295001002,134,73,67
5983,360850027001006,360810261004004,617,28,29
5984,360850244013015,360470216001002,0,90,64
5985,360470044002002,360471182022000,2,49,35
5986,360050027021003,360811201001011,0,10,11
5987,360610139004000,360050117001003,274,30,83
5988,360470366002001,360470742002001,82,29,44
5989,360610293005000,360810399001002,40,70,7
5990,360810163003005,360471202002000,1,58,66
5991,360810591002000,360470063002002,7,24,35
5992,360470218001002,360610040003002,89,95,17
5993,360810030001001,360470822004001,6,64,36
5994,360810235002001,360050145001000,27,65,71
5995,360850132041010,360810664003005,0,20,24
5996,360610070002001,360050193004003,247,33,43
5997,360470284001000,360810119001001,8,60,84
5998,360810464001013,360811467003000,5,65,98
5999,360810320001010,360610159001000,0,52,23
6000,360471014002001,360470519002003,0,83,41
6001,360050230001001,360470768003007,5,2,91
6002,360850146071007,360810280001008,0,72,32
6003,360810214001000,360470882003001,73,86,92
6004,360610111001000,360811185002000,1915,31,5
6005,360610293004001,360811227021000,37,60,12
6006,360050064002000,360610054003000,16,66,74
6007,360050332011003,360850021001002,0,43,22
6008,360610199005000,360850169012013,140,18,31
6009,360471237002003,360810091001003,34,49,40
6010,360610193001001,360810531001010,33,92,79
6011,360810511001002,360470291003000,9,53,61
6012,360810622002007,360470462011000,0,57,34
6013,360810540002006,360470233001002,0,24,12
6014,360470493001000,360610161004000,0,43,66
6015,360470798011001,360610211002000,2,88,54
6016,360610227003001,360811227016000,71,32,99
6017,360050062003000,360610118006000,0,29,81
6018,360470238002000,360610070002001,36,33,27
6019,360610016005000,360050224011002,82,18,87
6020,360810294003000,360470720001003,14,68,38
6021,360810747002002,360810589003001,1,29,28
6022,360610027001005,360610180001001,118,72,1
6023,360610028003000,360050266023001,103,18,15
6024,360470121001001,360050185004001,74,20,85
6025,360810413002003,360610261004001,4,54,40
6026,360470251001000,360610073002000,25,68,52
6027,360470127001002,360470872003001,12,22,61
6028,360610169003000,360610219002000,283,8,94
6029,360610099001042,360810330003004,131,1,22
6030,360050051002007,360810542001008,0,93,68
6031,360810124001003,360470325003001,0,91,97
6032,360050263001000,360810757013001,28,28,84
6033,360811291021010,360610025001004,0,37,47
6034,360811341002001,360811008012004,1,11,64
6035,360610136003000,360810278001004,49,68,45
6036,360810743001001,360470908001013,37,2,63
6037,360810992001002,360470532001003,5,64,86
6038,360810459002002,360471116001003,3,92,18
6039,360471158003001,360470049001000,1,36,43
6040,360610211005000,360470361003000,2,5,36
6041,360810039001005,360470356011000,98,73,1
6042,360610267001000,360811097003004,1,36,83
6043,360470547003000,360610277001002,11,4,74
6044,360610108004000,360470571001001,732,45,96
6045,360050197003001,360850251003001,33,41,78
6046,360050289002000,360610034004000,92,89,42
6047,360610181002000,360810059003000,145,29,19
6048,360050205014003,360470212001000,2,91,8
6049,360050286001002,360610072005001,8,44,26
6050,360470304001004,360470434003003,9,98,14
6051,360470243003001,360470527006000,138,56,23
6052,360610198001008,360470044002000,2,18,12
6053,360810125002000,360811163005000,4,45,79
6054,360470682002002,360470692001004,0,46,43
6055,360610228002000,360470514003000,30,74,30
6056,360610059004000,360810073002000,306,59,41
6057,360050078001002,360810276001004,6,89,37
6058,360470582001001,360470576001003,16,28,13
6059,360050133001000,360610067002003,0,73,50
6060,360470738002002,360470682001001,2,35,90
6061,360470818002001,360850291022019,57,4,90
6062,360610021001006,360470419001001,470,41,49
6063,360610167003000,360470398001009,146,10,17
6064,360610212004002,360470449001000,95,39,32
6065,360470511003002,360471104002009,0,68,8
6066,360850070001036,360470399001001,0,72,6
6067,360810535001013,360610179003000,2,7,33
6068,360050444004001,360470336005010,0,20,92
6069,360470207002001,360810271002001,70,75,74
6070,360610064002000,360050199004002,94,3,50
6071,360050399024000,360050462021012,42,73,14
6072,360470370003003,360470840002001,0,33,77
6073,360810942021021,360470840002001,0,45,7
6074,360610087004000,360050267013000,97,58,11
6075,360050183012000,360810358002011,9,17,60
6076,360610229001000,360050267021001,24,4,67
6077,360470910002000,360810116002001,0,49,26
6078,360610194004000,360610031001011,65,17,33
6079,360470830001004,360470503001002,2,12,26
6080,360810123011005,360810997043000,3,11,24
6081,360050277002002,360810671001006,186,35,54
6082,360471194002001,360050177011002,1,10,99
6083,360810938003012,360610090001001,136,12,65
6084,360470930002003,360810598002006,9,91,10
6085,360610043001001,360470143002002,876,78,89
6086,360050205023001,360470920003002,8,14,37
6087,360470656002000,360810711001003,0,20,68
6088,360050177011000,360610073006000,0,36,66
6089,360470820003000,360810864002004,45,21,99
6090,360811551011001,360610269002000,92,67,45
6091,360050235012000,360050390002001,10,54,18
6092,360470221001001,360470327003001,35,31,89
6093,360610209011001,360850096011000,239,32,2
6094,360610139005000,360811347005003,170,72,66
6095,360850156012009,360050062001003,2,65,58
6096,360050267012000,360471078003000,52,8,86
6097,360811093002017,360470331002002,0,28,55
6098,360470359002001,360810942031010,14,11,35
6099,360050343002005,360470674001005,1,23,46
6100,360470084002001,360610100002000,67,39,11
6101,360811205001011,360811479003003,9,41,56
6102,360610067001000,360810929002000,296,71,71
6103,360810549002002,360470523001000,3,1,100
6104,360811163001000,360850138004003,30,10,35
6105,360810972021029,360470088001002,20,16,30
6106,360850226004007,360470622002009,7,9,67
6107,360050375043001,360470035001002,33,49,31
6108,360810220021006,360470261003000,2,62,93
6109,360050403021001,360470153002000,9,32,97
6110,360470427001001,360470860001002,34,76,10
6111,360050173002000,360610007001004,2,62,70
6112,360470415001002,360050042002000,2,2,36
6113,360470770002001,360050343002004,0,73,76
6114,360610162003001,360050381006000,0,63,5
6115,360850208014010,360610038007000,3,46,92
6116,360610153001001,360810513001009,59,86,24
6117,360610169003000,360610026022002,283,51,51
6118,360610201022001,360470424002000,11,78,93
6119,360610232003001,360050277002002,12,44,77
6120,360470045001000,360610232003001,269,31,86
6121,360850033001000,360850303012004,13,25,89
6122,360470311002002,360470908002003,16,33,81
6123,360610182003001,360610112021005,6,13,55
6124,360050051002007,360470850001009,0,72,34
6125,360810061002001,360610108003000,43,6,76
6126,360470898001002,360470108002000,0,5,93
6127,360610181005000,360050241003001,121,53,9
6128,360470642001000,360810545002002,149,22,67
6129,360470127002000,360811159003002,16,79,52
6130,360610007001009,360610124002000,334,3,50
6131,360610139001000,360810594001000,113,91,3
6132,360050365011001,360850020021014,3,7,23
6133,360810214001000,360470317012001,73,100,10
6134,360470232002000,360470228002000,46,26,81
6135,360610238022002,360610237003007,85,63,92
6136,360610230004001,360810779051000,29,70,97
6137,360810697024007,360810757023000,52,51,92
6138,360610070003000,360610291003000,237,99,18
6139,360810180001004,360810838002005,3,20,66
6140,360810711002001,360810309032000,20,71,52
6141,360050386001004,360050243001001,0,10,7
6142,360470323002000,360050365022000,3,95,54
6143,360050225001000,360470814002003,7,44,53
6144,360470816001004,360050409002000,18,31,95
6145,360610068001003,360850147002006,1022,51,62
6146,360470758002001,360810469005000,34,7,89
6147,360050237021000,360050048002000,1230,8,75
6148,360470119002006,360470100002001,64,51,93
6149,360850074001006,360470584002007,3,95,21
6150,360610171002000,360470090002003,237,24,58
6151,360050077001009,360610257001004,1,52,99
6152,360610281001000,360470900004000,62,53,32
6153,360050144006002,360470235001003,0,55,12
6154,360470928002002,360850319022003,6,26,82
6155,360610080005001,360470934002007,79,14,24
6156,360610022014001,360610002012000,152,66,30
6157,360470650002005,360610169006000,36,28,8
6158,360050421005000,360610049001003,3,17,57
6159,360810012003001,360471208002009,12,32,77
6160,360850198003020,360811291021010,4,44,58
6161,360850197002010,360610277003000,0,22,9
6162,360810568001002,360050033001004,3,59,61
6163,360470396001003,360850151001001,18,98,16
6164,360470808001002,360610184001000,468,93,67
6165,360470530002001,360850146071001,8,92,93
6166,360050069001003,360610210004005,11,99,9
6167,360470038001000,360470373002000,1,91,68
6168,360810493021001,360610192003003,8,84,99
6169,360810560002003,360610031001007,4,99,6
6170,360050141003000,360810548001005,3,9,81
6171,360470270001002,360610218003000,3,91,55
6172,360470233001000,360610093006002,50,61,74
6173,360050422002002,360050177022001,9,95,10
6174,360050065001005,360470916003002,28,15,52
6175,360050001001000,360810998023000,0,14,9
6176,360470392001002,360050076005001,22,57,83
6177,360470357001001,360470408003003,3,100,28
6178,360470566002002,360610166005001,92,58,31
6179,360470364001010,360610055012001,5,18,94
6180,360470506003000,360470224002001,95,29,46
6181,360470233002000,360610039003000,13,91,77
6182,360810745002005,360050028002000,0,90,41
6183,360610186001000,360470363003001,0,22,1
6184,360811167001011,360610216001004,10,5,93
6185,360470077002000,360810172001004,12,64,99
6186,360810455002000,360811010013001,72,15,15
6187,360610216002000,360050002002001,13,30,78
6188,360610265003001,360610193002000,7,68,5
6189,360610181003000,360050403033001,567,52,73
6190,360811167001011,360471118002004,10,26,7
6191,360470452002002,360810545003000,38,86,97
6192,360470622002009,360610198001008,8,5,100
6193,360470510011000,360610117001002,10,85,78
6194,360610162001000,360811227016000,100,81,90
6195,360470462012002,360470497003001,0,99,39
6196,360050245013000,360470589001007,14,31,96
6197,360810261004005,360470556003001,58,88,69
6198,360610131002002,360471190002001,1443,55,51
6199,360050046001006,360470504002002,5,93,60
6200,360610092001013,360470490002003,227,81,94
6201,360470690002000,360810291002000,11,11,35
6202,360470560002000,360050273003001,54,85,85
6203,360470348002000,360050205011008,97,88,66
6204,360850029001007,360610026021002,6,10,30
6205,360050131003002,360470958001003,8,100,68
6206,360610056001001,360470100002000,870,65,17
6207,360810121001003,360810554001003,47,86,40
6208,360610179006001,360810295001002,107,63,60
6209,360470510011000,360470485002006,10,60,34
6210,360610216002000,360610097001002,13,19,90
6211,360050237042001,360470311003001,0,44,76
6212,360810113003002,360810111002001,69,81,66
6213,360610218003000,360471210002000,60,100,34
6214,360050059021000,360471142022002,84,46,49
6215,360610162003001,360810263003000,0,28,32
6216,360610064001000,360470790001002,1304,47,9
6217,360470374013000,360050232001001,24,56,69
6218,360050193003000,360050179021001,15,96,43
6219,360610215002000,360810583001002,87,98,36
6220,360470229003001,360470325001000,9,78,19
6221,360810351003001,360810279001000,3,66,11
6222,360470003013001,360471160001001,41,27,12
6223,360810113001001,360850114011011,103,24,100
6224,360471110001000,360050131001002,17,44,6
6225,360470956001005,360610175002000,0,23,66
6226,360050205021000,360610183003000,8,64,92
6227,360810745001006,360050189002001,23,44,56
6228,360470542001001,360470255001000,22,68,14
6229,360050302005001,360811123001001,2,53,44
6230,360610171003001,360850007004006,124,71,14
6231,360810505001012,360470468001006,0,69,53
6232,360610072006000,360050061002001,142,89,42
6233,360610098006001,360050051002007,141,68,88
6234,360050403043000,360610134003000,36,70,87
6235,360610108003000,360610086034003,270,83,57
6236,360470321001000,360470508042000,33,68,28
6237,360470397003002,360610317042003,1,86,47
6238,360610149005000,360610148021001,171,76,70
6239,360470108003000,360471146001004,98,13,29
6240,360470594013003,360471014001002,3,44,59
6241,360610048004000,360470838002000,197,44,53
6242,360470886002001,360810757023001,55,98,15
6243,360610038007000,360470059001005,330,50,9
6244,360810863003000,360470137003000,46,82,72
6245,360470964002001,360470936002003,11,11,14
6246,360811008024002,360810134003000,0,76,76
6247,360470646002001,360470866002002,47,33,98
6248,360610155006000,360850207003004,416,96,63
6249,360470610022005,360610127005000,6,15,60
6250,360050408003000,360610162004000,0,73,77
6251,360050027023000,360050216014001,4,40,96
6252,360811291045001,360050415005000,3,56,66
6253,360810741003001,360470058001000,21,86,22
6254,360470331001000,360610283002000,45,46,35
6255,360811227013003,360050228001000,3,28,76
6256,360850170122001,360610218004001,3,7,21
6257,360470329003001,360610116003000,13,46,59
6258,360610091001003,360610225005000,719,17,13
6259,360470106003000,360810539001010,56,77,18
6260,360610124001002,360050316001004,185,91,75
6261,360810118002001,360610126001002,9,34,92
6262,360470326001003,360610095001003,17,17,29
6263,360470213001001,360610178002000,106,97,58
6264,360470365011000,360470003012001,46,60,58
6265,360810861002002,360470610042002,8,73,28
6266,360470279002000,360610029004007,0,79,84
6267,360810638003005,360610032005000,4,70,38
6268,360610229001001,360050516001007,50,61,73
6269,360810998022001,360810073002000,3,75,81
6270,360810855003000,360050431008000,10,56,64
6271,360810216001012,360470178002006,142,15,41
6272,360470868003003,360810352002008,57,61,91
6273,360610155006000,360471172022002,416,32,24
6274,360610180001001,360470517002003,0,8,73
6275,360810309032000,360050253001000,8,86,71
6276,360810892005009,360470998002003,10,55,89
6277,360810536012006,360050431008001,0,79,3
6278,360810945002025,360470496002001,16,33,83
6279,360470187001007,360610133004001,9,49,5
6280,360470251001000,360610299001003,25,98,56
6281,360810330001004,360610081003000,3,69,71
6282,360610201023000,360810384002001,9,22,16
6283,360470591002000,360810039001000,11,43,58
6284,360810273004002,360810697011000,41,21,82
6285,360050093005002,360050307013001,25,14,15
6286,360470199002001,360470226001003,23,6,78
6287,360050145001000,360050075003000,397,78,59
6288,360811207002002,360810942033000,43,3,5
6289,360810580001002,360810043001000,0,4,28
6290,360610199005000,360810568002009,140,20,80
6291,360050221023000,360811551024003,5,21,33
6292,360470234001002,360811529024005,58,52,43
6293,360610225003000,360610216003001,9,90,69
6294,360050027021002,360470329002001,149,65,25
6295,360810024001000,360050293011000,0,44,76
6296,360810580002012,360810792002012,1,62,37
6297,360810998022000,360610219001014,646,69,82
6298,360050062003000,360850020022005,0,78,12
6299,360470054003001,360610006002002,35,4,44
6300,360810073001001,360610116002000,851,98,5
6301,360470728001007,360470284003001,38,94,11
6302,360050023001000,360050419005000,0,72,32
6303,360610238021000,360810155002000,20,87,37
6304,360610091002001,360050462012001,495,16,88
6305,360610140003000,360470230001000,203,78,100
6306,360050338004003,360050205011008,9,78,11
6307,360470420001001,360470610045001,5,50,72
6308,360471106002001,360050363006005,0,58,8
6309,360470792003005,360470169004000,8,95,16
6310,360050383013000,360610163001005,5,38,13
6311,360810864002003,360610013002003,4,89,59
6312,360470101002001,360471174001008,27,42,58
6313,360810245001002,360470258001002,4,62,74
6314,360850291041008,360050002001000,0,40,19
6315,360810779052000,360810585003002,112,98,37
6316,360810693002000,360850007004003,6,36,37
6317,360470489003000,360610317041000,22,74,23
6318,360470918001001,360470656001000,0,82,47
6319,360470928001000,360810517001011,2,52,56
6320,360610149005000,360050381003000,171,11,37
6321,360610008005000,360050225004001,32,3,93
6322,360810711002002,360810919002005,28,26,97
6323,360610169004000,360610022014001,76,57,82
6324,360610148022000,360470492002002,102,51,5
6325,360471134003000,360470102001002,18,25,24
6326,360470810002002,360610171005001,11,6,71
6327,360050237031003,360810405002003,70,19,68
6328,360050419005000,360050039002000,74,50,25
6329,360850170071000,360470554001002,29,91,44
6330,360470036001000,360810745001004,14,46,60
6331,360850170092013,360610187004000,7,24,59
6332,360850170051046,360470824001002,1,29,72
6333,360610075002003,360810110002000,54,98,56
6334,360470085001002,360610131002003,0,82,19
6335,360470034001008,360810045002000,9,86,85
6336,360810939001001,360050369012000,0,86,39
6337,360050348002000,360050160002000,1,71,72
6338,360810306002008,360470519002001,18,28,36
6339,360470197004001,360470155002000,20,12,46
6340,360470578001003,360610173006000,44,65,29
6341,360810871001002,360810317001008,101,30,34
6342,360050199001000,360610245002001,57,97,96
6343,360050405026000,360470434003003,2,25,55
6344,360610058001005,360810460002003,1617,31,56
6345,360610173001000,360610065004000,205,72,12
6346,360470191003007,360610064005000,61,49,8
6347,360470515001005,360610197021000,15,68,1
6348,360471198002006,360850040002012,6,48,99
6349,360470572001001,360470445003001,0,89,80
6350,360470542002001,360810741003001,26,88,61
6351,360610291003000,360471078001010,9,63,84
6352,360810557001000,360810954003001,59,82,82
6353,360610083001000,360471182022002,264,63,53
6354,360810721005001,360810220012003,11,11,90
6355,360610238011016,360850006002004,34,62,83
6356,360610091003000,360470846001002,339,49,88
6357,360470810002003,360810249002001,0,64,6
6358,360050404002000,360470179002000,0,8,24
6359,360050042002000,360470082001000,11,8,71
6360,360610138005000,360470452002001,234,82,44
6361,360050429023000,360810455005000,23,15,56
6362,360050387002002,360471116002012,26,20,81
6363,360810478002000,360470445003003,21,80,64
6364,360810437021004,360471208004000,8,75,49
6365,360050328003002,360810437021003,0,45,58
6366,360811199001009,360050365012001,2,41,54
6367,360811567001012,360470132002004,770,2,37
6368,360810713032000,360470231003001,62,58,85
6369,360810468001001,360610182004000,11,45,80
6370,360470236004001,360050224011002,63,63,86
6371,360470792001001,360810155002002,59,24,72
6372,360810463001005,360810140001007,4,54,29
6373,360810202001002,360470084003000,0,89,70
6374,360811211001001,360810404003005,0,67,41
6375,360810240001003,360810052002001,17,81,84
6376,360470918001001,360610230004001,0,94,45
6377,360610040006000,360470428003003,1021,22,55
6378,360610265003001,360470041003000,7,16,31
6379,360470178001000,360810121001002,0,76,40
6380,360810757013000,360050404001004,28,68,10
6381,360810667012003,360610127001000,9,45,37
6382,360470557002009,360610138006000,10,11,86
6383,360610110001000,360810450001002,182,25,10
6384,360811123001005,360470542003001,0,96,70
6385,360850303022002,360850303012007,9,26,27
6386,360050430003000,360470403001003,1,32,13
6387,360850198003021,360050183021000,0,95,46
6388,360610133002000,360470142003000,402,8,46
6389,360810916012026,360050219001008,0,34,90
6390,360470305002002,360050219001003,49,42,41
6391,360050193002000,360610024002000,0,89,68
6392,360810411001002,360610144021000,5,96,35
6393,360810693001000,360470276002000,1322,47,3
6394,360610158014001,360470035002001,80,71,54
6395,360810415001006,360050414003003,5,64,40
6396,360470571001002,360610100002001,25,65,98
6397,360470374013000,360470355001002,24,61,71
6398,360610030021001,360810275001001,128,72,94
6399,360050444002000,360610156014000,16,86,45
6400,360610275002000,360610028002000,78,6,87
6401,360470443003000,360610177008000,103,70,24
6402,360810095001000,360610265004000,20,44,73
6403,360470199004000,360610031001007,30,61,37
6404,360470500001001,360810557003001,13,5,35
6405,360610224002001,360470496003004,97,58,75
6406,360471168001004,360050462017001,67,66,96
6407,360470354003000,360050430003006,26,65,82
6408,360470592002003,360470043004002,98,53,2
6409,360470363002001,360610167003000,4,11,33
6410,360610120001001,360610273003000,127,10,42
6411,360470326002001,360811227016000,3,48,72
6412,360470317012001,360470800002001,10,96,27
6413,360850070001012,360470427001000,4,22,64
6414,360471146001005,360610128001000,7,10,68
6415,360470215004000,360810085001005,90,38,71
6416,360050023001001,360610241004000,0,14,53
6417,360610139004000,360050380001001,274,82,78
6418,360810496001002,360050138001027,1,83,22
6419,360810599001002,360811039002013,0,41,24
6420,360810317003004,360470397001001,17,69,66
6421,360811579016003,360470750001000,5,34,62
6422,360470964002002,360810140002004,29,93,34
6423,360610071004004,360610295004001,188,23,1
6424,360810939003009,360811187002002,1,92,67
6425,360850181002022,360471122002000,2,19,100
6426,360610215001002,360610121004001,3,87,45
6427,360610040006000,360050213021000,1021,91,54
6428,360470015003007,360850170093008,111,11,91
6429,360470101003000,360050393001001,82,97,11
6430,360470233001000,360470532002000,50,1,6
6431,360470101003006,360811409022003,42,65,94
6432,360470226001001,360610133004001,135,5,9
6433,360050423003000,360471132001003,61,88,55
6434,360810149002002,360810240001003,10,46,20
6435,360050267021001,360610253004004,2,12,88
6436,360610098002001,360471028001004,1110,3,18
6437,360470255002000,360470118001000,0,5,5
6438,360610080004000,360050297002000,217,80,89
6439,360810972031007,360470381002000,0,16,53
6440,360850170052022,360610236001003,1,29,95
6441,360050309002009,360610214002000,1,1,92
6442,360850277051005,360610063003000,0,40,58
6443,360810001001005,360610239001001,161,30,26
6444,360811010013010,360610106016005,29,69,53
6445,360810079001002,360810713042000,17,69,57
6446,360471196001002,360810091002000,0,64,99
6447,360811047001005,360610110003002,4,60,23
6448,360050403041000,360610137006000,136,63,8
6449,360470388001000,360050092004001,1,4,98
6450,360050287002000,360810991005010,11,38,56
6451,360810717022000,360470533004001,43,38,6
6452,360050164001001,360050405023001,0,23,44
6453,360470071002003,360810263002004,159,83,24
6454,360810205002001,360610186001004,3,40,60
6455,360050419007000,360810693001003,9,19,78
6456,360470527006000,360470428003003,6,83,36
6457,360050310002004,360811579012003,4,57,91
6458,360470072001001,360850291022000,13,52,59
6459,360050250001003,360850067001000,13,86,71
6460,360050238002002,360610132001000,10,41,65
6461,360050067004004,360811167001014,0,76,61
6462,360470323003000,360470886002001,9,59,2
6463,360610146025000,360470382003000,290,1,41
6464,360470128011002,360050385002001,8,13,89
6465,360610132003000,360470738002003,197,48,60
6466,360610034003001,360810151002002,423,84,44
6467,360470023001000,360811579034003,4,12,56
6468,360810849001001,360810627002002,48,71,25
6469,360811227013002,360810630002003,15,16,26
6470,360470794001008,360850146081004,30,17,14
6471,360470293003000,360470445003003,0,72,9
6472,360470007001003,360470336002000,37,29,64
6473,360470640002000,360050213021000,7,4,52
6474,360810437022003,360470892002001,0,43,88
6475,360610163002000,360050199004003,53,52,71
6476,360470702014005,360810458001009,2,92,52
6477,360470258002000,360470596002000,5,27,90
6478,360470151002000,360470788002000,96,87,26
6479,360810459002002,360470740001003,3,48,95
6480,360811199001004,360470412002001,0,2,75
6481,360810779051000,360050213023000,1,16,47
6482,360471192001000,360610072004001,12,97,28
6483,360610245001000,360810455004000,245,18,13
6484,360470774002003,360050295001005,63,31,88
6485,360470544002000,360470347003001,24,27,21
6486,360610125001002,360810853003000,718,26,81
6487,360610124004000,360470501002000,257,33,99
6488,360050419006000,360810334025000,3,92,93
6489,360470646001000,360610081001001,5,11,7
6490,360810329003008,360470021001003,3,40,96
6491,360470482004001,360610235012002,13,26,100
6492,360610267001002,360610220003000,2,75,69
6493,360610132005000,360810267003007,10,14,91
6494,360470439003005,360610006001001,211,37,21
6495,360471126003003,360470059001000,19,14,82
6496,360470696022008,360850244013014,5,4,15
6497,360810019001048,360810534011002,73,22,46
6498,360050328004000,360470404002003,19,42,98
6499,360810183003000,360470335002001,19,78,59
6500,360610040002000,360050039002001,140,33,38
6501,360470314004000,360470652001001,10,8,6
6502,360050210014000,360610183003000,145,86,94
6503,360050336006000,360810243003007,13,54,12
6504,360810502011011,360470589001007,0,98,54
6505,360810375002000,360810329001005,151,88,15
6506,360850244011012,360470986001003,0,62,35
6507,360610093006001,360810291004008,0,31,35
6508,360610291006000,360610041004000,32,26,94
6509,360470798022001,360810454001005,21,5,50
6510,360610101001007,360810683001001,8379,99,99
6511,360050449022000,360810555002003,3,57,46
6512,360470410002001,360810552002007,7,70,47
6513,360810934012005,360810757021001,0,69,99
6514,360470706002013,360050118003005,4,62,4
6515,360810151002005,360470724002000,5,45,42
6516,360610152003000,360470062002000,716,20,54
6517,360470992001006,360811571015008,18,10,95
6518,360470416001002,360050399022000,11,90,60
6519,360811291031003,360811032012004,2,84,2
6520,360470064003001,360610039002001,18,55,50
6521,360470023001001,360610038005000,8,52,83
